Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,CS6D/TCS695 [CR602],CS6C/TCS695 [CR604],FREE,FREE,FREE,FREE
Tue,CS6D/TCS695 [CR604],CS6F/TCS695 [CR604],FREE,CS6F/TCS695 [CR604],CS6B/TCS695 [CR601],FREE,FREE,FREE
Wed,CS6F/TCS695 [CR604],CS6C/TCS695 [CR604],FREE,CS6E/TCS695 [CR605],CS6B/TCS695 [CR603],FREE,FREE,CS6A/TCS695 [CR604]
Thu,FREE,FREE,FREE,FREE,CS6B/TCS695 [CR601],CS6D/TCS695 [CR606],CS6E/TCS695 [CR602],FREE
Fri,CS6E/TCS695 [CR602],CS6A/TCS695 [CR604],FREE,CS6A/TCS695 [CR604],CS6C/TCS695 [CR604],FREE,FREE,FREE
