Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,CS6D/PESE-600 [SEMR2],CS6D/PESE-600(L) [SEMR2],FREE,FREE,FREE,FREE,FREE,FREE
Tue,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
Wed,FREE,FREE,FREE,FREE,CS4C/PESE-400 [SEMR1],CS4C/PESE-400(L) [SEMR1],FREE,FREE
Thu,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
Fri,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
