Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,CS4C/PCS-403 [LAB2],CS4C/PCS-403(L) [LAB2],FREE,FREE,FREE,FREE
Tue,CS4C/TCS-403 [CR402],CS4C/TCS-403 [CR402],FREE,FREE,FREE,FREE,FREE,FREE
Wed,FREE,FREE,FREE,FREE,FREE,FREE,FREE,CS4A/TCS-403 [CR602]
Thu,FREE,FREE,CS4A/PCS-403 [LAB3],CS4A/PCS-403(L) [LAB3],FREE,FREE,FREE,CS4A/TCS-403 [CR602]
Fri,FREE,FREE,FREE,FREE,CS4C/TCS-403 [CR402],CS4A/TCS-403 [CR602],FREE,FREE
