Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,CS4D/PESE-400 (KJ),FREE,CS6C/SCS-601 (SJ),FREE
Tue,FREE,CS6E/SCS-601 (SP),CS6A/PESE-600 (LS),FREE,FREE,FREE,FREE,CS6E/PESE-600 (LS)
Wed,FREE,FREE,CS6D/SCS-601 (AA),FREE,FREE,FREE,CS4A/PESE-400 (SA),FREE
Thu,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
Fri,FREE,FREE,FREE,FREE,FREE,CS4E/PESE-400 (KJ),FREE,CS6A/SCS-601 (SKS)
