Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,CS6D/PCS-601 (VD),CS6D/PCS-601(L) (VD),CS4D/PCS-408 (DC),CS4D/PCS-408(L) (DC)
Tue,FREE,FREE,CS4E/PCS-403 (MOP),CS4E/PCS-403(L) (MOP),FREE,FREE,CS6C/PCS-601 (VD),CS6C/PCS-601(L) (VD)
Wed,CS4C/PCS-403 (GSJ),CS4C/PCS-403(L) (GSJ),FREE,FREE,CS6E/PCS-601 (VD),CS6E/PCS-601(L) (VD),FREE,FREE
Thu,FREE,FREE,FREE,FREE,CS4B/PCS-409 (AG),CS4B/PCS-409(L) (AG),CS6A/PCS-601 (VD),CS6A/PCS-601(L) (VD)
Fri,FREE,FREE,CS6F/PCS-601 (VD),CS6F/PCS-601(L) (VD),CS6B/PCS-693 (SP),CS6B/PCS-693(L) (SP),CS6E/PCS-693 (MU),CS6E/PCS-693(L) (MU)
