Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,CS4A/TCS-402 [CR605],FREE,FREE,FREE,FREE,FREE,FREE
Tue,FREE,FREE,CS6D/TCS-601 [CR606],FREE,FREE,FREE,FREE,FREE
Wed,CS6D/TCS-601 [CR606],FREE,FREE,FREE,FREE,FREE,FREE,CS6B/SCS-601 [SEMR2]
Thu,CS4A/TCS-402 [CR605],CS4A/TCS-402 [CR605],FREE,FREE,FREE,CS6A/TCS-601 [CR602],FREE,CS6D/TCS-601 [CR606]
Fri,FREE,CS6A/TCS-601 [CR602],CS6A/TCS-601 [CR602],FREE,FREE,FREE,FREE,FREE
