Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,CS4C/TCS-403 [CR603],FREE,FREE,FREE,FREE,FREE,FREE,FREE
Tue,FREE,CS4A/TCS-403 [CR401],FREE,CS4C/TCS-403 [CR603],FREE,FREE,FREE,FREE
Wed,CS4C/PCS-403 [LAB1],CS4C/PCS-403(L) [LAB1],CS4A/TCS-403 [CR401],CS4A/TCS-403 [CR401],FREE,FREE,FREE,FREE
Thu,FREE,FREE,CS4A/PCS-403 [LAB3],CS4A/PCS-403(L) [LAB3],FREE,FREE,FREE,FREE
Fri,FREE,FREE,FREE,FREE,FREE,FREE,FREE,CS4C/TCS-403 [CR603]
