Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,FREE,FREE,CS6C/PESE-600 (NJ),CS6C/PESE-600(L) (NJ)
Tue,CS6F/PESE-600 (MP),CS6F/PESE-600(L) (MP),FREE,CS6B/SCS-601 (RS),FREE,FREE,FREE,FREE
Wed,FREE,FREE,CS4A/PESE-400 (SA),CS4A/PESE-400(L) (SA),CS4D/PESE-400 (KJ),CS4D/PESE-400(L) (KJ),FREE,FREE
Thu,FREE,FREE,CS6A/PESE-600 (LS),CS6A/PESE-600(L) (LS),FREE,FREE,FREE,FREE
Fri,FREE,FREE,FREE,FREE,CS4B/PESE-400 (NJ),CS4B/PESE-400(L) (NJ),FREE,FREE
