Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,CS6F/SCS601 (T_RAV),FREE,FREE,FREE,CS6A/PESE600 (T_MAY),FREE,FREE
Tue,FREE,CS6C/SCS601 (T_SHJ),FREE,FREE,FREE,FREE,FREE,FREE
Wed,CS6D/SCS601 (T_RAV),CS6B/PESE600 (T_MAY),FREE,CS6F/PESE600 (T_NID),FREE,CS6D/PESE600 (T_NID),FREE,FREE
Thu,FREE,FREE,CS6B/SCS601 (T_SHJ),CS6C/PESE600 (T_MAY),FREE,CS6E/PESE600 (T_NID),FREE,FREE
Fri,FREE,CS6E/SCS601 (T_RAV),FREE,CS6A/SCS601 (T_SHJ),FREE,FREE,FREE,FREE
