Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,CS6C/PCS666 (T_SHJ),FREE,CS6A/PCS666 (T_SHJ),FREE,CS6F/PCS666 (T_SHJ),CS6E/PCS693 (T_MEU)
Tue,FREE,FREE,CS6A/PCS601 (T_DEV),CS6F/PCS693 (T_MEU),CS6A/PCS666 (T_SHJ),FREE,FREE,FREE
Wed,FREE,FREE,FREE,CS6C/PCS601 (T_VAD),FREE,FREE,FREE,CS6D/PCS693 (T_MEU)
Thu,CS6F/PCS666 (T_SHJ),CS6C/PCS601 (T_VAD),CS6F/PCS601 (T_VAD),CS6D/PCS693 (T_MEU),FREE,FREE,CS6C/PCS666 (T_SHJ),CS6F/PCS693 (T_MEU)
Fri,CS6F/PCS601 (T_VAD),CS6E/PCS693 (T_MEU),FREE,FREE,CS6A/PCS601 (T_DEV),FREE,FREE,FREE
