Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,CS6D/PCS693 (T_MEU),FREE,FREE,FREE,FREE,FREE,FREE
Tue,CS6B/PCS601 (T_DEV),CS6B/PCS693 (T_MEU),CS6F/PCS601 (T_VAD),FREE,FREE,FREE,FREE,FREE
Wed,FREE,CS6C/PCS666 (T_SHJ),FREE,FREE,FREE,FREE,FREE,FREE
Thu,CS6F/PCS666 (T_RAV),FREE,FREE,CS6D/PCS601 (T_VAD),FREE,FREE,FREE,FREE
Fri,CS6F/PCS693 (T_MEU),FREE,CS6D/PCS666 (T_RAV),CS6B/PCS666 (T_SHJ),FREE,CS6C/PCS601 (T_VAD),FREE,FREE
