Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,CS4B/PCS-409 (AG),CS4B/PCS-409(L) (AG),CS6C/PCS-614 (KU),CS6C/PCS-614(L) (KU),FREE,FREE,CS6C/PCS-693 (MU),CS6C/PCS-693(L) (MU)
Tue,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
Wed,CS4C/PCS-403 (GSJ),CS4C/PCS-403(L) (GSJ),FREE,FREE,FREE,FREE,FREE,FREE
Thu,FREE,FREE,CS6C/PCS-601 (VD),CS6C/PCS-601(L) (VD),FREE,FREE,FREE,FREE
Fri,CS6F/PCS-601 (VD),CS6F/PCS-601(L) (VD),FREE,FREE,FREE,FREE,FREE,FREE
