Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,CS6A/TCS-695 [CR402],FREE,FREE,CS6B/TCS-695 [CR603],CS6B/TCS-695 [CR603],FREE,FREE
Tue,CS6F/TCS-695 [CR602],CS6F/TCS-695 [CR602],CS6F/TCS-695 [CR602],CS6A/TCS-695 [CR402],FREE,CS6E/TCS-695 [CR603],FREE,FREE
Wed,FREE,FREE,CS6E/TCS-695 [CR603],FREE,FREE,FREE,CS6B/TCS-695 [CR603],FREE
Thu,CS6E/TCS-695 [CR603],FREE,FREE,CS6A/TCS-695 [CR402],FREE,FREE,FREE,FREE
Fri,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
