Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,CS4A/TCS-402 [CR604],FREE,CS6A/TCS-601 [CR402],FREE,FREE
Tue,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
Wed,FREE,CS4A/TCS-402 [CR605],FREE,FREE,FREE,FREE,FREE,FREE
Thu,CS6D/TCS-601 [CR605],CS6A/TCS-601 [CR402],FREE,FREE,FREE,FREE,FREE,CS4A/TCS-402 [CR605]
Fri,FREE,CS6D/TCS-601 [CR605],CS6D/TCS-601 [CR602],FREE,FREE,CS6A/TCS-601 [CR402],CS6B/SCS-601 [SEMR1],FREE
