Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,FREE,FREE,FREE,CS6F/XCS-601 [CR602]
Tue,FREE,FREE,FREE,FREE,FREE,FREE,CS6A/PESE-600 [SEMR2],FREE
Wed,FREE,FREE,FREE,FREE,FREE,CS4D/XCS-401 [CR603],FREE,FREE
Thu,CS6E/PESE-600 [SEMR2],FREE,FREE,FREE,FREE,FREE,CS6F/XCS-601 [CR602],FREE
Fri,FREE,FREE,CS4D/XCS-401 [CR603],FREE,FREE,FREE,FREE,FREE
