Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,CS6F/TCS601 [CR602],FREE,FREE,FREE,FREE,FREE,FREE,FREE
Tue,CS6F/TCS601 [CR604],FREE,CS6D/TCS601 [CR601],CS6E/TCS601 [CR602],FREE,FREE,FREE,FREE
Wed,FREE,FREE,FREE,CS6E/TCS601 [CR603],FREE,FREE,FREE,FREE
Thu,FREE,FREE,FREE,FREE,FREE,FREE,CS6D/TCS601 [CR601],CS6E/TCS601 [CR603]
Fri,FREE,CS6F/TCS601 [CR604],CS6D/TCS601 [CR601],FREE,FREE,FREE,FREE,FREE
